question,answer
Bagaimana pengalamanmu mengatasi masalah jerawat?,"MELELAHKAN😭 Saya ingat sekali, pertama kali saya berurusan dengan kulit berjerawat adalah ketika remaja, kira-kira usia 17–19 tahun. Mana dulu saya hanya seorang anak SMA dan mahasiswi gak berduit, hidup pas-pasan, jadi gak bisa ""ngobatin"" wajah berjerawat saya. Akhirnya, ibu saya memberikan bahan-bahan herbal (bahan-bahan dapur). Tentu saja, tidak berhasil. Sudah frustasi dengan wajah jerawat yang makin meradang, ditambah omongan orang sekitar yang buat makin down. ""Muka kamu kotor banget?"" ""Kamu gak pernah cuci muka ya?"" ""Perawatan dong, coba di sini deh."" ""Cewek kucel banget. Jerawatnya parah banget. Mukanya ancur banget."" Udah mana, mereka komen doang, ngasih uang nggak😭😭 bener-bener menguras emosi dan energi. Tapi akhirnya, saya punya pemasukan, dan bisa mengobatinya. Perlahan-lahan membaik.Ini saat usia saya 20 tahun, setelah mengalami up and down dalam wajah berjerawat. Dan ini sudah sangat membaik. Kemudian, di saat usia 20–23, wajah saya benar-benar mulus! Bahkan ketika baru bangun tidur pun, gak cuci muka juga gak ketauan. Tiba-tiba, Corona datang😭 dan saya terkena ""maskne"". Sampai detik ini. Ini kondisi kulit wajah saya sebelum pandemi datang:   Dan ini kondisi kulit saya setelah kena ""maskne"", selama kurang lebih dari satu tahun…    ini kondisi wajah saya saat ini, sampai detik ini, saya masih berjuang untuk bergelut dan menerima nya. Dan ajaibnya, saya sudah tidak lagi merasa kelelahan dan jadi, yaudah gitu. Bukan berarti saya berhenti berusaha. Tapi saya lebih ke ""yasudah, nanti kalau sudah waktunya, juga akan kembali lagi."" Dan hal ini membuat saya bisa lebih fokus kepada hidup saya ketimbang jerawat. Membuat saya lebih fokus juga terhadap diri saya ketimbang omongan orang lain, terutama perihal jerawat saya.   Sekian, terima kasih!"
Bagaimana cara saya mengatasi wajah bruntusan?,"Hai temen-temen Kalau aku sih untuk mengatasi wajah bruntusan itu simple aja. Karena aku juga sering bruntusan apa lagi di dahi tp ga parah alias ga banyak, dan juga tipe kulit aku itu mudah bruntusan tp juga terbilang cukup mudah buat ngilanginnya. Tp ga pernah absen dengan bruntusan selalu ada, mulus bentar trus besoknya bruntusan lagi :). Ada ga sih yang sama kayak aku temen-temen ? Well jadi aku akan kasih tau produk skincare yang aku pake buat beruntusan dan gimana sih cara ngatasinnya.Rajin cuci muka, aku cuci muka pake Facial wash Acne Natural Care Complete White. Aku pake nya 2x sehari yaitu pagi setelah bangun tidur dan sore hari saat mau mandi. Dan aku juga sering cuci muka sebelum tidur (basahin muka) doang ga pake face wash.Kalau sehabis cuci muka atau habis mandi, itu wajah jangan pake handuk keringinnya kalau aku pakai tisu. Karena menurutku lebih bersih pakai tisu kalau untuk wajah.Pagi hari aku selalu pake Emina ms.pimple acne solution spot gel, di totolin ke bruntusannya.Malam hari saat mau tidur pakai serum Anti Acne Hanasui, kalau ga pakai Emina Aqua Infused Sleeping Mask. Kalau aku sih pakainya diselingin, kalau malam ini pakai anti acne berarti besoknya pakai sleeping mask ga aku gabungin.Bruntusan itu jangan di pegang-pegang biar ga makin banyak dan ga membekas. Lebih sulit ngilangin bekasnya dari pada bruntusannya :(Dan menurutku produk diatas yang aku gunain itu cocok banget di wajahku,buat ilangin bruntusan tp ga tau ya kalau di kalian karena skincare itu tergantung kulit masing-masing alias cocok-cocok an. Terimakasih :)"
Bagaimana pengalaman kalian menghadapi jerawat?,"Hai..aku pernah mengalami jerawat yang cukup parah. Awalnya karena aku stres dan sedikit depresi. Aku membiarkan wajahku begitu saja tidak aku rawat. Sepulang kerja aku tidak membersihkan wajahku, aku langsung tidur begitu saja. Pun saat malam hari. Waktu itu aku hanya mencuci wajahku ketika mandi. Hingga suatu hari jerawatku semakin tumbuh kecil-kecil dan gatal. Aku garuklah ia dan sering aku pegang-pegang karena risih. Waktu itu aku benar-benar tidak peduli dengan wajahku. Lalu karena lama-kelamaan aku risih juga karena rasa gatal itu tadi. Aku mulai googling bagaimana caranya menghilangkan jerawat, aku mencoba berbagai macam produk dan salah satunya adalah cuka apel. Banyak youtuber yang merekomendasikan cuka apel sebagai obat jerawat. Tapi bagiku setelah aku mencobanya, aku tidak merekomendasikannya utk kalian yaa… Karena jerawatku tambah parah, dan tidak tahan akan rasa gatalnya serta aku juga lama-lama malu dengan wajah seperti ini utk pergi bekerja. Aku pun langsung ke dokter SPKK di rumah sakit umum. Aku tidak pergi ke klinik kecantikan karena aku tidak mau mengambil resiko. Dokter pertama bilang bahwa jerawatku ini karena hormon dan pencernaan. Jadi aku tidak boleh makan dan minuman yg manis-manis seperti soda, minuman kaleng, boba dan lain sebagainya. Utk makanan aku tidak diperbolehkan makan makanan yg mengandung banyak karbohidrat seperti mie instan, perkedel jagung, dan sebagainya. Dari dokter pertama aku mendapatkan obat utk diminum 1kali sehari, ada 2 macam krim utk pagi, siang dan malam. Krim yg pagi ini sepertinya adalah sunscreen. Karena jerawatku gatal kalau di siang hari terutama sepulang kerja, tapi kalau pagi dia kalem, kempes. Lalu satu lagi obat totol yg digunakan utk dijerawat yang besar-besar. Aku pun pulang dan berharap jerawat cepat hilang. Tapi saat aku memakai rangkaian krim resep dari dokter tersebut, rasanya panas di wajah seperti terbakar dan cekit-cekit. Aku tidak tahan kadang sampai membuat ku sakit kepala dan ingin menangis. Tapi mau tidak mau harus aku tahan kan demi wajah cantik. Aku mengira itu adalah efek awal dari krim tersebut. Aku merasa wajahku jadi kering banget kayak keripik ketika aku memegangnya. Wajahku juga jadi agak gelap kemerah-merahan seperti terbakar saja rasanya. Perih, panas, cekit-cekit. Setelah 3minggu aku habiskan resep tersebut, aku kembali ke rumah sakit tapi dengan dokter yang berbeda. Sebut saja dokter kedua. Dari dokter tersebut aku mendapatkan obat utk diminum dengan resep yang sama. Tapi utk krimnya sama dokter diganti semua resepnya. Dari dokter kedua ini, krimnya ketika dipakai diwajah rasanya lebih kalem, tidak cekit-cekit, panas atau apa, biasa saja. Tapi lama-kelamaan wajaku yang kering itu perlahan mengelupas, aku senang. Sepertinya aku lebih cocok dengan resep kedua ini. Dokter menyarankan utk ku utk tidak memakai produk skincare apapun, cukup sabun bayi saja. Krim dari dokter kedua ini seperti detox, dia mengeluarkan kotoran-kotoran di pori-pori aku. Alhasil jerawatku tambah besar-besar, jadi seperti dikeluarkan semua. Karena waktu itu sedang ada pandemi corona jadi tentu saja aku dengan senang hati memakai masker kemanapun, sekalian menutupi jerawat di wajah hehe. Kira-kira 3minggu setelah memakai krim dari dokter kedua, jerawatku yang besar-besar perlahan mengering dan sekarang sudah tidak ada jerawat lagi diwajahku, tinggal bekasnya saja kecil-kecil, bagiku tidak masalah. Nanti bisa hilang sendiri. Sekarang krim dan obatnya sudah habis, karena ada pandemi ini aku jadi tidak kontrol lagi ke dokter spkk. Dan jerawatku bener-bener udah gak balik-balik lagi.senang.. Setelah kejadian jerawat yang parah itu, aku berjanji pada diriku utk tidak stres dan depresi lagi. Aku mulai belajar mencintai dan merawat diriku. Aku bukan ahli dalam skincare atau make up, aku bahkan tidak bisa make up dan memang tidak tertarik. Bagiku wajah sehat dan bersih sudah cukup. Sekarang aku sudah tidak memakai skincare yang macam-macam lagi. Sebenarnya wajahku tidak glowing, mulus atau putih seperti orang-orang. Tidak jerawat saja sudah membuatku senang. Ini adalah skincare yg aku pakai sehari-hari. Sederhana sekali, karena aku takut kenapa-kenapa dengan wajahku:Viva Milk Cleanser BengkuangGarnier Micellar Cleanshing Water yang warna biruGarnier Pure Active anti Acne-whiteAtau kadang aku pakai Acnes Creamy WashHatomugi Skin ConditionerJeju Fresh Aloe Shoothing GelWardah Sun Care Sunscreen Gel SPF 30Citra green tea antiacne aku pakai dipagi hariBedak MarcksKrim kelly aku pakai dimalam hariAir zamzam, maaf tapi aku benar-benar memakainya karena atas saran dari kakak aku.Kalau malam hari biasanya aku pakai minyak zaitun sebagai masker, dulu sebelum jerawat parah minyak zaitun bener-bener ampuh buat menghilangkan kotoran, komedo, membuat wajah bersih, lembab, kenyal, tapi utk saat ini masih belum berani memakainya, takut jerawat parah lagi.Utk masker aku masih coba-coba dan ganti-ganti sheet mask.Sekian dari saya, maaf karena kepribadian saya yg aneh saya memakai anonim dan tidak akan membalas komentar. Terimakasih sudah membaca."
Bagaimana cara mengatasi jerawat?,"Masa puber emang pasti nih ada aja masalah kayak gini.. apalagi aku yang sering pergi keluar kota dan banya berada di lapangan buat penelitian semasa kuliah. Jadi beberapa tipsnya adalah:Pakai masker saat banyak diluar ruangan, tapi harus di pastikan maskernya dalam keadaan bersih yaaa.. pas banget ya dikondisi skarang. Plis pastiin masker kalian selalu bersih, selain kesehatan juga untuk wajah yang tetep cakep…Jangan males cuci muka , secapek apa pun aktifitas yang dijalanin. Ini point penting bgt.Kalau buat cewek, pasti mendekati period ada masanya jerawatan. Prepare aja obat jerawat yang cocok.Perbanyak minum air putih, makan sayur dan buah, kurangin gorengan. Ini juga ngefek di aku, untuk ngurangin bermunculan jerawat baru.Olahraga juga perlu nih..entah kalo keringet keluar..ngerasa lebih sehat baik ke badan maupun kulit.Punya gebetan/pacar yang disayang.. wkwkw jadi ada motivasi buat selalu tampil cantik tanpa jerawatYa itu sihh, standard banget emang.. tapi semoga bermanfaat.."
Apa yang ada di dalam jerawat mendem (tidak terlihat ada nanah) dan bagaimana cara mengatasinya?,"Jerawat mendem atau biasa disebut jerawat nodul adalah jenis jerawat yang muncul di bawah permukaan kulit, berukuran besar, disertai peradangan dan menimbulkan rasa nyeri.Sama seperti penyebab jerawat pada umumnya, jerawat nodul dapat disebabkan oleh penyumbatan pori-pori kulit yang disertai dengan penumpukan sel kulit mati dan produksi minyak berlebih. Penyumbatan pori-pori tersebut yang membuat bakteri penyebab jerawat berkembang biak bersamaan dengan penumpukan sebum dan sel kulit mati sehingga menimbulkan infeksi.Umumnya, jerawat nodul tidak dapat diobati secara efektif dengan pengobatan jerawat tanpa resep dokter. Ini karena obat jerawat di apotek atau tanpa resep dokter biasanya mengandung asam salisilat dan benzoil peroksida. Keduanya hanya bertujuan untuk mengurangi produksi sebum berlebih dan membersihkan penumpukan sel kulit mati pada permukaan kulit. Maka dari itu, penggunaan obat jerawat nodul sebaiknya harus sesuai dengan resep dokter.Adapun beberapa cara mengatasi jerawat nodul yang biasanya diresepkan dokter adalah sebagai berikut. - Antibiotik - Isotretinoin - Pil KB - Obat oles jerawat"
Adakah yang pernah sembuh dari bopeng wajah? Bagaimana pengalamanmu?,"Izin menjawab. Tidak untuk disebarluaskan ke platform apapun Saya belum sepenuhnya sembuh dari scar / bopeng wajah . Tapi saya sampai sekarang masih berusaha buat menyembuhkan scar ini. Sebelum nya saya mau cerita ttg riwajat bopeng/scar diwajah. Saya udah jerawatan dari kelas 1 SMP. Saya tipe orang yg mikir n gampang stress. Pas mau ujian semester pasti stress dan gampang jerawatan . Trus ditambah dgn gaya hidup yang tidak sehat. Saya dari kecil sangat suka minum susu / Energen + roti. Saya orang nya emg jarang makan nasi. Saya juga ga tau kalo hal hal yg ber bau gula dan gluten (roti rotian) itu menjadi penyumbang penyebab ketidakseimbangan hormon no 1. Yang menyebabkan terjadinya jerawat. Soalnya tiap ke dokter pasti dibilang jangan makan gorengan , yg berminyak , ga pernah dibilang kalo jangan makan yg bergula atau yg ada kandungan gluten nya. Oke. Singkat cerita pas SMP udah bopengan. Mau UAN SMA jerawat saya banyak bgt dan bertumpuk dipipi sebelah kanan. Yg perlu diketahui . Saya ga pernah Lo memencet jerawat. Setiap ada jerawat muncul pasti saya jaga banget biar ga pecah n nimbulin lubang2 diwajah (scar/bopeng) Tapi setiap orang yg saya temui pasti bilang kayak gini. "" Makanya jerawat jangan dipencet atau blablabla"" Trus kadang orang2 yg muka nya emg mulus dr lahir nya sering bilang gini. Makanya jangan pake bedak yg aneh aneh 😭😭😭. Duh coba aja dia Jd aku . Pasti dia pusing juga. Udah jerawat banyak, orang2 pada ga suport, malah jatuhin, mau berobat ke dokter salah. Dibilang BLA BLA bla. Paket cream ini bilang BLA BLA BLA . Nama nya juga kita ikhitar buat nyembuhin muka kan Skip skip Finally tahun 2014 Akhirnya saya tamat kuliah dgn kondisi wajah yg ya gitu lah. Pas kuliah sempat juga sih perawatan diklinik tapi cuma sebatas mikrodermabrasi tiap bulan. Tp ga ada hasil. Bopeng diwajah aku tetap aja banyak. Akhirnya tahun 2016 adek aku ngajak dermaroller di klinik salah satu dokter di kota P. Ga salah ada sekitar 6 kali aku dermaroller. Tp ya gitu ga ada hasil. ga salah sekali perawatan 500rb belum ongkos aku ke kota P dan uang jajan. Trus awal tahun 2017 aku nyoba lagi dermaroller diklinik kecantikan yg paling bagus dikota P. Tapi cabang nya ada dikota B. itu ga terlalu jauh dr rumah ku sekitar 3 jaman. 1 paket perawatan(5 kali treatmen) harganya 5jt. Belum cream ,dll. Tapi hasilnya ga ada gaisss.. Aku tanya kan ke perawatnya . Kak kok muka aku ga ada perubahan ya. Trus malah dia jawab "" oo ada kok ini muka nya ada perubahan "" aku cuma bs ketawa. Pas tanya ke dokter nya dibilang masih ada tahap perawatan lanjutan . Kalo mau roller lagi boleh. 😭. Tapi aku ga tega minta uang lagi ke orang tua. Mana aku kerja cuma honorer. Trus skip skip akhirnya tahun 2018 aku mulai mencoba beli dermapen sendiri berkat liat salah seorang youtuber . Nah disini aku rutin tiap bulan dermapen. Awalnya aku derma pen pake serum be balance(harga nya 165) Tapi dari tahun 2018 awal sampai tahun 2020 bulan Maret. Ga ada perubahan gaisss. Ini seriusan Lo 😭😭😭. Pengen nangis aku rasanya . Rasa perjuangan aku selama 2 tahun ini sia sia. Mau konsultasi sama siapa juga ga tau kan. Nah pas covid bulan Maret 2020 kemaren. kantor ku nerapin sistem wfh. Nah pas wfh aku mulai search2 ttg skincare, scar wajah, dll. Sampai aku menemukan skin care2 n perawatan yg menurut aku cocok buat ku. . Jd . Kalo kita mau menghilangkan bopeng /scar, skin care yg digunakan harus yg buat ngilangin scar semuanya . Yg ada kandungan buat ngilangin scar. Jangan pake yg buat mencerahkan. Jangan pake yg buat jerawat. Harus full buat perawatan bopeng .Nah pertama bulan mei 2020 aku ganti serum dermapen sama serum tgf (harga nya 300rb) sayangnya ukuran nya kecil. Cuma bs dipake 2 x pake. Dan hasilnya serius luar biasa bgt. Wajah aku ada perubahan dikit 😭😭😭. Padahal dr dulu ga ada perubahan sama sekaliSkincare aku ganti sama paket lengkap snail true cica . Efektif sih. Tapi ga terlaluBulan juni 2020 aku ganti serum derma pen sama serum EGF isi 10ml (awal aku beli harga nya 1 JT. Eh Nemu toko yg jual 690). Nah ini yg bikin wajah aku lebih baik. Seriusan . Aku baru make 4 kali. Udah habis 1 botol. Aku make dr bulan juni sampai awal September kemaren . Dgn iterasi pengulangan dermapen 1x 3 Minggu atau 4 MingguTrus bulan juli 2020 aku ganti skincare sama skincare merk EGF. (Yg khusus malam n yg khusus daily) pokok nya semua produk yg ada kandungan egf nya bagus buat merangsang pertumbuhan kulit(ada growth factorny)Oya habis dermapen aku biasanya pake salaf MGF cicaderm yg after post laser selama 5 hari setelah dermapen.Dari ig dr zie aku tau juga tu ttg skincare comedogenik dan non comedogenik. Dulu tu aku bingung bgt kenapa komedo aku banyak bgt. Udah facial di klinik 2 hari kemudian muncul lagi. Eh tau nya aku pake skincare yg memicu komedo . Tp emg ya. Komedo di pencet atau ga dipencet pasti nimbulin bekas scar kecil yg dalam (icepick scar)Nah untuk ngilangin komedo, pertama kali aku nyoba produk scrub St Ives yg aprikot . Bikin wajah bersih. Tp bikin kayak merah gitu. Pas dibaca2 kata nya ga baik buat skin barrier kulit. Trus aku ganti Jd Yeon Vita 7 dibulan Agustus kemaren . Nah yg Yeon Vita 7 ini lumayan lah lembut dimuka.Buat komedo juga . Aku make skin game pore amor dilanjutkan sama masker Peel of Jeju vulcanicTrus sekali seminggu atau 2 Minggu aku make bye bye black head some by miPokoknya sekarang lebih menekan jumlah komedo . Karena kalo ada komedo, ntar dia bakal bikin kayak bolong kecil diwajah yg menyempit n dalam. Dan itu susah bgt dihilangin. Seriusan. Kita pasti bakal mikir yg diwajah itu pori2 . Tp kadang kita salah. Itu kadang ice pick scar (scar kecil yg dalam)Dan yang paling penting itu sunblock. Kemana pun dimana pun. Wajib dipake. Sunblock nya spf berapa aja. Yg penting konsisten.Dan hasilnya lumayan ada perubahan gaisss sebelah kiri September 2020 sebelah kanan foto bulan Juni 2020 *Update kondisi wajah aku tanggal 28 Desember 2020  Aku ga nyangka hasilnya bs kayak gini secara aku udah bopengan dr SMP .dan sekarang umur aku udah 28 tahun . Secara semakin lama bopeng semakin susah buat hilangnya. Jd yg baru punya bopeng / scar segera cepat cepat diperbaiki biar ga tambah parah n susah disembuhin Aku tambahin wajah aku tahun 2016Ini Foto tahun 2019makasi teman teman atas dukunganya . Sesama scar fighter dan acne fighter harus saling sharing info . Karena yg ngerti diri kita ya sesama seperjuangan kita juga. Yg aku ingat kata kata dr temen ku. Memang wajah kita dibawah dr org lain . Tp kalo ga kita rawat bener bener dari sekarang, gimana jadinya besok ? Secara tiap tahun kolagen diwajah kita menurun termakan usia. Kalo kita biarkan kondisi wajah yg sekarang, kasian nanti.. Mau nanya satu teman2 quora. Kalo share foto produk boleh ga disini? Takutnya aku dibilang promosikan produk atau apa ?🙏 Produk yg sedang aku pake . Semuanya aku beli di shopee atau TokopediaIni yg merk TGF (serum dermapen yg aku beli dibulan mei.tp sekarang udah ga pake ini lagi)2. Serum INNO EGF (buat dermapen)3. Ini skincare aku sekarang DailyMalamKalo malam aku kombinasikan sama snail true cica. Karena masih banyak sisaUrutan kalo malamHydrating toner snail true cicaToner egfSerum snail true cicaCream egfEye creamSleeping mask snail true cica4. Scrub nya aku pake the Yeon Vita 75. Ngilangin komedo pake skin game pore amorDilanjutin Peel off sama Jeju vulcanic6. Untuk pembersih aku pake double cleansing Pake bioderma yg sebium untuk kulit berminyak dilanjutin sama sabun cuci muka7. Salaf mgf cicaderm (buat setelah dermapen)Mungkin sebagian orang bilang aku terlalu overated. Tp mau gimana lagi.kalo ga kayak gini ga bakal kelihatan hasilnya. Segala perawatan yg kita lakukan emg harus totalitas. Biar hasilnya maksimal. Ntar paling kalo hasilnya udah mendingan, aku bakalan ngurangin satu satu penggunaan skincare berat. Paling tinggal yg basic aja *Update dalam beberapa bulan ini Perawatan yang saya lakukan , saya kombinasikan dgn chemical peeling scar. Kalo chemical peeling mesti dilakukan oleh dokter ya. Makasi teman teman quora. Maaf kalo ada kata-kata yg salah atau ga berkenan ya 🙏🙏🙏🙏"
Apakah ada yang pernah perawatan bopeng dan jerawat di Larissa? Bagaimana pengalamanya kalian?,"Saya masih treatment di larissa. Kalau jerawat iya,bopeng ga sich. Tergabtung kamu ambil treatment apa,dan berapa lama,sering tidak kesana.kalau cuma 1/2kali ya belum keliatan hasilnya yang signifikan. Kalau mau cepet sich di sarankan 2x sebulan,6bulan atau 1tahun paati sudah jauh bedanya."
Bagaimana untuk menyingkirkan jerawat dan mencegahnya kambuh?,"Tau dulu penyebab kamu berjerawat apa.Source: Google Image[1]Dulu saya memiliki jerawat yang bandelnya minta ampun. Tapi alhamdulillah sekarang udah gak lagi semenjak aku tau ternyata biang keroknya adalah produk susu dan begadang, hal-hal yang sangat aku sukai. Oke, karena setiap orang memiliki penyebab munculnya jerawat, maka sangat penting untuk tahu apa pemicunya. Salah satu caranya bisa dengan riset kecil-kecilan kok gak perlu datang ke klinik kecantikan, kecuali kalau kamu punya budget berlebih. Caranya mudah, Pertama, saat jerawat baru muncul coba deh flashback kebelakang, ingat-ingat kamu sudah konsumsi apa aja atau apa saja yang sudah kamu lakuin yang kamu curigai turut andil dalam munculnya si jerawat. Kedua, setelah dapat tersangka, kedepannya tahan dulu untuk tidak mengonsumsi makanan dan melakukan kegiatan tadi. Lihat apakah jerawat kamu mengempes dan sembuh. Ketiga, jika si jerawat udah sembuh dan kamu belum yakin coba lagi konsumsi makanan atau minuman dan kegiatan yang kamu curigai tadi. Jika muncul lagi fix dah pelakunya mereka. Memang prosesnya lumayan lama. Oh iya, kamu juga bisa sambil nonton video atau baca artikel dari acne survivors karena akan sangat membantu sekali. Selain itu, wajib membersihkan wajah saat pagi dan sebelum tidur, serta gunakan skincare yang benar-benar sesuai sama jenis dan tipe kulit kamu. Good Luck!!Catatan Kaki[1] jerawat - Google Search"
Bagaimana cara menghilangkan bercak spruten di wajah?,"Spruten ada beberapa jenis ,harus diliat dulu baru tahu apa itu spruten atau melasma dan berapa lama dia bertengger di wajah.. Kalau masih baru masih bisa diatasi dengan mudah tapi kalau sudah lama dan banyak harus dengan tindakan laser Jadi untuk lebih jelasnya, monggo di cek ke dokter kulit,Mas Putra"
Mengapa menghilangkan jerawat dan bekasnya itu susah sekali?,"Sebenarnya tergantung pada jenis jerawatnya dan bekas jerawatnya sendiri. Jadi jerawat sendiri terdiri dari 5 tipe ini gambarnyaSengaja pakai gambar kartun krn takut kl gambar nyata ga enak dilihat.Whitehead. Kalo whitehead ini merupakan komedo terutup dan termasuk dalam jerawat yg disebabkan penyumbatan pori oleh minyak dan sel kulit mati. Pada whitehead ini seluruh bagian pori tersumbat sehingga penampilan jerawat spt benjolan putih kecil, dapat terjadi pada siapa saja dan usia berapa pun.Blackhead. Muncul krn folikel rambut pada pori yg terbuka tersumbat oleh minyak dan sel kulit mati. Jenis jerawat ini tampak seperti bintik hitam krn bagian atas pori ttp terbuka namun sisa bawahnyalah yg tersumbat. Blackhead ini biasanya muncul di daerah hidung dan masih termasuk jerawat ringan krn tdk menyebabkan peradangan.Papula. Jenis jerawat yg muncul dibawah permukaan kulit, dapat teraba sbg tonjolan padat dan terasa nyeri. Kulit sekitar tonjolan tampak bengkak kemerahan namun tidak memiliki titik puncak. Papula ini muncul ketika whitehead dan blackhead dibiarkan sampai memicu iritasi yg merusak kulit disekitarnya. Kerusakan ini menyebabkan peradangan pada kulit krn itu papula disebut sbg jerawat inflamasi.Pustula. Jenis jerawat berupa benjolan yg lebih besar dan lunak. Bagian dasar berwatna kemerahan namun puncaknya berwarna putih/kuning krn terisi nanah. Pustula ini muncul sbg akibat dari bakteri yg menginfeksi sumbatan pori tsb. Nanah tsb terbentuk dibawah kulit ketika sel imun bekerja melawan infeksi. Papula ini sendiri masih termasuk dalam golongan jerawat inflamasi.Nodul. Merupakan jerawat inflamasi yg terbentuj dibawah kulit dan bisa menimbulkan rasa sakit. Nodul ini terlihat spt papula tp lebih dalam dan besar tp tdk memiliki puncak wrn putih/kuning. Awalnya jerawat ini berkembang dari pori yg tersumbat yg kemudian terinfeksi bakteri yg masuk jauh ke bawah permukaan kulit hingga merusak jaringan dan sel yg berada jauh dibawahnya. Setelah jerawat mengempis biasanya akan muncul bekas jerawat yg berwarna gelap.Jerawat batu/kistik. Jerawat ini terbentuk jauh di lapisan kulit lebih dalam. Penyebab utamanya adl penyumbatan pori oleh sel kulit mati yg dibarengi infeksi bakteri. Akibatnya muncul benjolan merah besar bertekstur lunak krn berisi nanah yg terasa sakit ketika disentuh. Infeksi bakteri kemudian dpt menyebabkan peradangan lebih lanjut didalam kulit krn pecahnya pori dibawah kulit dan membuat peradangan menyebar ke jaringan kulit lebih dalam. Jika hal ini berlanjut maka peradangan akan makin luas dan menyebabkan jerawat baru muncul.Nah cara mengatasi jerawat diatas jg berbeda treatment. Utk jerawat ringan spt blackhead dan whitehead dapat diatasi dengan penggunaan obat jerawat, toner exfoliasi, krim untuk kulit berjerawat dan peeling. Untuk cara menghilangkannya pun masih tergolong mudah yaitu gunakan serum maupun krim yg difokuskan utk kulit berjerawat/whitening/vit utk mempercepat regenerasi sel kulit dan membantu mengelupaskan sel kulit mati.Sedangkan jerawat spt papula dkk peru penanganan profesional di klinik kecantikan agar bekasnya tidak menghitam dan sulit dihilangkan. Itulah sebabnya kalau ada jerawat lebih baik tidak diutak atik dengan jari walaupun jari kita bersih. Krn dpt mengundang bakteri datang yg kemudian dpt menginfeksi jerawat tsb. Semoga membantu. Mohon maaf kalau panjang."
Bisakah kamu ceritakan pengalamanmu menghilangkan bekas jerawat?,"Aku mau jawab, karena aku pejuang kulit bersih tanpa jerawat sampai Hari Ini. Kulitku oily, terkena debu berjerawat, makan gorengan berjerawat, apalagi mendekati tamu bulanan, bisa keroyokan.Face wash, Safi. Foto diambil dari Google, harganya sekitar Rp. 27.000/100g. Ini bagus Dan cocok dikulitku, busanya banyak jadi kalo pake gaperlu banyak"", setelah menggunakan Ini kulit jadi lebih cerah, bekas jerawat juga sedikit pudar.Masker, Himalaya. Foto pribadi, harganya sekitar Rp. 18.000/50ml. aku pake masker Ini sejak 2016. Tektrusnya sedikit kasar, kalo jerawat muncul trus pake Ini besoknya kempes Dan kering, ngebantu ratain kulit juga. biasanya untuk yang baru coba sedikit panas dikulit.Salep, Oxy 10. Foto pribadi, harga Rp. 85.000/25g. aku pake Ini udah 3 tahun, ampuh banget kempesin jerawat yg bandel Dan bilangin bruntusan, Ada jugaa yg Oxy 5, bedanya dikomposisi, saranku kalo jerawat kecil Dan ga bandel pake yang 5 aja.Salep lagi(?), Oxy juga. Foto pribadi, harga Rp. 95.000/18g. Aku pake udah 3 tahun juga, Ini ampuh banget bilangin bekas jerawat, sama dark spot. Ditotolin ke bekas jerawat/dark spot saja, penggunaanya sama seperti oxy 10.Sampe Hari Ini masih pake serangkaian Ini. Dan cocok juga dikulitku, jadi re-purchase terus."
Serum Ordinary manakah yang untuk menghilangkan bekas jerawat?,"Yang granactived retinoid, niacinamide, vit. C atau alpha arbutin."
Apa merek skincare untuk menghilangkan lubang menghitam bekas jerawat pada wajah ?,Saya harus lihat dulu seperti apa baru saya bisa kasih jawabannya
