question,answer
Mengapa kamu anti LGBT?,"Alasan saya anti LGBT karena itu adalah pemikiran yang tidak masuk akal dan saya percaya bahwa para pelakunya tidak menghargai apa alasan lawan jenis hidup di bumi sebagai penyeimbang hidup. Mereka (terutama pria) tidak peduli akan kewajiban mereka untuk menghasilkan keturunan yang berkualitas. Kalaupun mereka berhasil menghasilkan keturunan, mungkin hari ini kita melihat keturunan pasangan LGBT tumbuh sehat. Tapi, saya perkirakan, anak tersebut tidak akan hidup bahagia bahkan bisa sakit-sakitan sampai dewasa. Itu menurut saya. Kalaupun mereka menjadi LGBT karena faktor alami bahkan sudah terlihat tanda-tandanya dari kecil, kita tidak bisa terlalu menuntut dia berubah dengan cepat walaupun kita sangat berharap dia bisa menjadi manusia normal. Itu karena butuh niat kuat dan tulus dari pelakunya sendiri agar dia menjadi manusia normal. Tapi, dengan membuat dia tahu alasan pria dan wanita lahir dengan karakteristik umum yang berbeda serta apa kelebihan umum pria (misalnya, mengangkat beban berat serta mengerjakan satu pekerjaan dengan cepat) dan wanita (misalnya, mengerjakan banyak pekerjaan dalam satu waktu dengan baik dan tahan sakit) yang bisa berguna untuk kehidupan sehari-hari, maka itu dapat mengurangi niatnya untuk melakukan hubungan terlarang (bagi saya) tersebut. Tambahan: Saya berharap pihak Quora dan semua orang mau menghargai jalan pikiran saya yang satu ini karena manusia di seluruh dunia hidup dengan jalan pikiran yang berbeda-beda. Dan bagi saya dan beberapa orang lainnya, paham anti LGBT sebenarnya juga termasuk pemikiran yang baik juga."
Bagaimana cara mengobati kanker yang sudah dalam tahap metastasis?,"Saya percaya setiap penyakit pasti ada obat nya, kanker sekali pun! Hanya saja kita kadang lupa dan kurang mensyukuri apa yg telah Tuhan berikan dan terlalu pesimis. Ketika Tuhan memilih seseorang entah itu dgn kanker atau penyakit lain nya sesungguh nya Tuhan ingin mengatakan, "" selamat anda terpilih mendapat ampunan"" Istri saya terkena Breast Cancer stadium III B dan sudah menjalani lebih dari sepuluh kali kemoteraphi, Mastektomi dan saat ini masih terlihat sehat, Alhamdulillah. Jika suatu saat nanti Tuhan mengambil nya saya ikhlas dan menerima takdir tsb."
Apakah kanker stadium 3 bisa disembuhkan?,Harapan untuk sembuh selalu ada. Jangan putus asa. Setiap pengorbanan yg kita lakukan untuk meraih kesembuhan akan menjadi kado istimewa kelak di kemudian hari. Jika seandai nya pun tidak tersembuhkan bukan berarti dunia akan runtuh.
Apa penyebab utama kanker tenggorokan?,"Kanker tenggorokan merupakan penyakit yang umum terjadi. Tetapi, jenis kanker ini termasuk yang cukup jarang terjadi apabila dibandingkan dengan kanker lainnya. Tingkat keselamatannya tergantung pada stadium kanker dan keparahannya. Sekitar 60,7% penderita kanker laring memiliki kesempatan untuk hidup 5 tahun lebih lama. Persentase keselamatan pada pasien kanker faring sedikit lebih tinggi, yaitu sekitar 64,5%. Selain itu, kanker ini merupakan penyakit yang lebih banyak menyerang pasien berjenis kelamin pria dibanding jenis kelamin wanita. Penyebab penyebab terjadinya kanker tenggorokan adalah sebagai berikut:Aktif merokokRokok juga dapat merusak fungsi organ-organ tubuh, terutama tenggorokan. Anda memiliki peluang lebih besar untuk terserang penyakit ini apabila Anda merupakan perokok aktif. Rokok merupakan penyebab utama kanker tenggorokanKonsumsi alkohol berlebihanAlkohol berpotensi merusak berbagai organ tubuh, termasuk tenggorokan. Jika Anda termasuk orang yang sering mengonsumsi minuman beralkohol secara berlebihan, Anda lebih rentan terkena penyakit ini.Terinfeksi human papillomavirus (HPV)Infeksi virus HPV merupakan salah satu jenis infeksi menular seksual. Bila Anda telah terjangkit virus ini, kemungkinan Anda untuk mengalami kanker tenggorokan semakin besar.Kebersihan gigi yang burukGigi Anda juga perlu dijaga kebersihannya karena mulut merupakan tempat yang rawan terserang infeksi bakteri atau virus. Hal ini dapat memengaruhi kesehatan tenggorokan Anda, mengingat letaknya yang berdekatan dengan mulut. Terimakasih"
Pernahkah kalian sakit parah lalu sembuh setelah minum obat herbal?,"Banyak masalah “biasa” seperti masuk angin nggak diapa-apain juga sembuh dengan sendirinya, jadi minum jamu atau tidak tidak ada pengaruhnya."
Apakah LGBT bisa kembali normal?,"Saya kira ini memuat permasalahan politik dan psikologi. Definisi ""normal"" itu sangat relatif dan bergantung kepada konteks masyarakat dan konsensus yang terbentuk di dalamnya. Tetapi yang saya ingin anjurkan dalam hal ini adalah perspektif kritis yang menolak ideologi dari sisi heteronomi dan LBGTQ, dan mengembalikan perspektif humanitarian dan etika dalam menanggapi “kenormalan” kehidupan manusia. Singkatnya:Menjadi normal adalah kemampuan untuk mencintai diri sebagai manusia.Manusia yang normal melihat diri sebagai subjek, bukan sebagai objek (kategori seksual LGBT atau heteroseksual).Manusia bisa menjadi normal kembali, dan itu lebih penting daripada masalah orientasi seksualnya yang sudah ""berubah atau tidak"".Orientasi seksual dapat berubah karena seksualitas itu ada unsur cair-padatPerubahan orientasi seksual belum tentu adalah hal yang normal, itu hanya berubah bentuk, yang normal adalah kemampuan untuk melihat substansi diri sebagai manusia (lihat poin nomor satu)Politik Saya akan bicara tentang politik terlebih dahulu karena ini lebih mudah untuk diangkat. Perkembangan LGBT sebagai sebuah ideologi politik bermula pada tahun 1960 yang banyak dikembangkan oleh psikolog-psikolog dan gerakan sosial yang mendukung liberalisasi seksual. Ada beberapa di antara mereka yaitu, Foucault dan Kinsey. Argumentasi mereka cukup sederhana, yaitu ""realita kehidupan manusia bukan sekadar heteroseksual saja, tetapi ada juga non-heteroseksual, entah itu LGBT atau yang lain"", lalu kemudian ditambahkan Queer yang baru-baru berkembang pada saat ini menurut teori Judtih Butler. Jika kita melihat kepada argumentasi mereka, kita akan menemukan bahwa apa yang dianggap ""normal"", misalnya heteroseksual, adalah sebuah konstruksi masyarakat yang dominan pada saat itu. Jika yang dominan adalah seksualitas yang bersifat heteroseksual, maka orang akan beranggapan yang normal adalah heteroseksual. Jika yang dominan adalah seksualitas yang bersifat heteroseksual dan non-heteroseksual, maka orang akan beranggapan yang melawan ""konsep normalitas"" tersebut adalah orang yang menyimpang. Perkembangan APA (American Psychological Association) sebetulnya adalah persoalan politis dan juga psikologis. Jadi, sebelumnya APA dan beberapa psikolog besar seperti Freud, Jung, Fromm berargumen bahwa memang homoseksualitas adalah hal yang tidak ""normal"" (saya beri tanda petik untuk menggambarkan bahwa bisa terjadi perubahan). Kemudian, setelah beberapa lama waktu kemudian, APA menjelaskan bahwa homoseksualitas bukanlah sebuah penyakit mental. Berikut adalah dokumen yang didistribusikan APA setelah melakukan voting.Apa yang melatarbelakangi hal ini. Cukup sederhana, yaitu masalah conversion therapy yang memaksakan seorang homoseksual untuk mengubah orientasi seksualnya dengan cara-cara yang sangat dehumanistik (disetrum, suntik hormon, dll). Namun, nyatanya karena solusi tidak memberikan hasil yang diinginkan, maka langkah yang diambil adalah menghapus conversion therapy bersama landasan teoritis yang termuat di dalamnya, yaitu: ""homoseksualitas adalah penyakit"". Karena kalau itu bukan penyakit, maka tidak ada yang perlu disembuhkan. Kedua, perhatikan kata ""for eliminating the stigma"", yaitu berfokus kepada masalah sosial yang melatarbelakangi proses diskriminasi terhadap kaum homoseksual, dan ""denial of civil rights to individuals whose only crime is that their sexual orientation"". Jadi selain perdebatan psikologis, titik beratnya ada di unsur inklusi sosial untuk mengurangi gejala kesehatan mental. Data Kesehatan Mental Lalu, apakah dengan mencabut conversion therapy dan menghapus homoseksualitas sebagai penyakit mental akan betul-betul menyelesaikan masalah? Nyatanya tidak. Bila kita perlu objektif dengan masalah kesehatan mental, kita akan menemukan bahwa proposi (bukan jumlah aritmatik) yang rentan terhadap kondisi mental itu lebih tinggi daripada kelompok non-lgbt. LGBT people are prone to mental illness. It’s a truth we shouldn’t shy away from | Alexander Leon A systematic review of mental disorder, suicide, and deliberate self harm in lesbian, gay and bisexual people LGB Mental Health Related to State-Level Anti-Discrimination Policies - The Fenway Institute - Center for Population Research in LGBT Health Jika kita kritis terhadap heteronomi (dominasi ideologi heteroseksual), kita perlu kritis juga terhadap ideologi yang melawannya; setiap ideologi mengaku dirinya absolut, dan yang mengaku diri absolut perlu dikritisi. Data ini sendiri didukung oleh kelompok LGBTQ support group yang berupaya untuk membantu kelompok yang mengalami kesehatan mental. Diskriminasi sosial tentu dapat berdampak kepada kesehatan mental. Akan tetapi, ""bobot"" dari dampak diskriminasi sosial terhadap kesehatan mental itu berbeda antara kelompok ras dan LGBT. discrimination towards black and suicide. Mari kita lihat beberapa data di bawah ini: Dengan membentuk kebijakan same-sex marriage, hal tersebut berhasil mengurangi jumlah orang yang ingin melakukan bunuh diri pada kalangan LGBTQ (sexual minorities) sebesar 4% (dari 28.5% menjadi 24.5%). Hal ini menunjukkan bahwa dengan mengadakan sebuah kebijakan yang lebih liberal dan anti-diskriminatif, dengan menyebut bahwa ""homoseksualitas"" adalah hal yang normal, benar bisa mengurangi tendensi pembunuhan diri. Akan tetapi, data yang sama bila dibandingkan dengan keinginan bunuh diri pada kelompok ras, kita akan menemukan bahwa tetap LGBTQ (kelompok minoritas) mempunyai tendensi bunuh diri yang lebih tinggi daripada American Indian (6%). Dan di antara kelompok ras yang mengalami diskriminasi tertinggi, yaitu kulit hitam, tendensi bunuh diri (suicidal thought) adalah 4%. Dan angka 24.5% suicidal rate adalah kondisi masyarakat Amerika yang sudah menerima same-sex marriage. Jadi, kalau di tengah masyarakat yang sudah menerima LGBT pun tetap memiliki tingkat suicidal yang sangat tinggi, bagaimana dengan kondisi masyarakat yang menolaknya. Apa yang sebetulnya ingin disampaikan oleh data ini?Kelompok LGBTQ lebih rentan terhadap kesehatan mental dibandingkan kelompok ras.Dengan mengurangi kebijakan anti-diskriminatif, hal itu dapat mengurangi gejala bunuh diri pada kelompok minoritas seksual.Akan tetapi, kebijakan anti-diskriminatif saja tidak cukup, permasalahan kesehatan mental pada kelompok LGBT tetap tinggi.Berdasarkan tiga poin ini, kira-kira saya dapat memahami mengapa APA mencoba untuk ""mencabut"" kategori homoseksualitas sebagai suatu penyakit. Kalau tidak salah, tujuan dari APA adalah untuk membantu dan memberi kesejahteraan kepada kelompok LGBTQ agar mereka tidak melakukan bunuh diri. Dengan memberikan label bahwa manusia yang mengalami orientasi homoseksual sebagai ""sakit"", itu sungguh berdampak kepada kesehatan dan jati diri mereka. Dalam hal ini, saya sepakat bahwa kita tidak boleh mudah memberikan judgement yang negatif bahwa seorang LGBTQ adalah dehuman. Namun, saya harus fair, di sisi argumentasi yang lain. Saya juga tidak sepakat bahwa memberikan label ""normal"" saja sudah cukup karena itu menutupi fakta bahwa sebetulnya masih ada masalah kesehatan mental yang menanti. Dan itu tidak fair kalau kita harus membiarkan orang lain ""terjebak"" dalam sebuah normalitas yang padahal masih menyimpan beberapa titik permasalahan. Apa itu Normal? Jadi, poin terpenting dalam tulisan ini adalah untuk menjelaskan bahwa manusia yang normal adalah manusia yang dapat berempati dengan diri sendiri terlebih dahulu. Kemampuan untuk melihat diri sebagai manusia, bukan sebagai kategori seksual, adalah faktor yang paling utama yang perlu disadari. Selama kita terjebak dalam proses kategorisasi itu, maka itu tidak normal (berlaku juga untuk heteroseksual dan non-heteroseksual). Saya melihat bahwa ketika APA berupaya untuk mencabut kategori homoseksual sebagai penyakit, mereka belum melakukan hal yang lebih jauh, yaitu melakukan evaluasi apakah manusia yang tidak mampu untuk bersimpati dengan diri bisa dikatakan sebagai sebuah patologi? Permasalahan utama dalam kelompok LGBTQ (dan mungkin juga pada heteroseksual) adalah mengerucutkan diri hanya sebagai ""kategori seksual"". Sehingga, relasi antarmanusia bukan lagi sebagai manusia, tetapi sebagai benda seks menurut atribut seksualitas yang melekat pada diri mereka. Ketika manusia hanya dianggap sebagai benda seks, tentu akan banyak sekali asumsi-asumsi yang muncul ketika kita sedang berelasi dengan orang lain: ""Apakah aku sudah cukup sexually attractive untuk mendapatkan perhatian dari X?"" ""Apakah aku ditolak karena aku kurang baik dalam atributku, atau apakah aku bukan kategori yang tepat?"" Dan seandainya sudah mendapatkan pengalaman seksual-emosional, yang dimiliki, itu pun tidak menjadikan kita sebagai manusia. The Pursuit of Ecstasy of Sex tidak akan pernah mencukupi kebutuhan manusia yang terdalam, yaitu untuk mendapatkan Intimasi. Dan selama manusia tidak mendapatkan itu, dia akan terus berganti-ganti pasangan, ganti gaya, ganti selera tekstur dll, dan setelah semuanya itu berakhir, maka tidak ada lagi yang perlu dikejar. Itulah pusat mengapa manusia bisa melakukan bunuh diri karena manusia hanya dinilai sebagai sebuah benda. We are human, we are not things. Implikasi bagi kaum Heteroseksual Saya sudah mengkritisi ideologi di balik non-heteroseksualitas, sekarang saya akan mengkritisi ideologi di balik heteroseksualitas. Banyak orang heteroseksual yang merasa aman karena mereka ""normal"", yaitu straight. Akan tetapi, saya akan menjelaskan bahwa setiap orang bisa melakukan objektivasi terhadap sesama manusia, termasuk dalam hubungan satu dengan yang lain. The Pursuit of Ecstasy tetap berlaku bagi kaum heteroseksual yang tidak menghormati sesama sebagai manusia, tetapi sebagai alat masturbasi. Orang yang meragukan identitas diri dan merasa kesepian, biasanya akan sangat aktif dalam kegiatan seksual yang egoistik. Sifat dasar dari seksualitas manusia adalah “panseksualitas”, yaitu mencari kenikmatan seks dalam segala bentuk dari arah mana saja (Panteis artinya semesta alam adalah “Tuhan”, Panseksual dalam hal ini diartikan sebagai seksualitas dapat mengarah ke bagian mana saja). Heteroseksualitas, homoseksualitas atau transgender sex atau yang kita kenal sebagai LGBTQ hanyalah 5 kategori kecil dari seluruh spektrum “panseksualitas”, masih ada necrophilia (cinta kepada mayat), paedophilia (rasa suka kepada anak-anak), pedaristi (cinta kepada anak remaja - ini pernah dilakukan di simposium, tempat di mana guru filsuf laki-laki berhubungan seks dengan murid laki-laki di Yunani kuno), dan masih banyak sekali jenis seksualitas yang lain dan ragam bentuk ketertarikan (bestiality sama binatang, dan fetish-fetish lainnya). Inilah yang ""normal"" menurut seksualitas manusia yang paling mendasar kalau dilihat dari pemikiran Freudian. Saya percaya bahwa manusia seharusnya tidak dikendalikan oleh seksualitasnya yang mempunyai potensi untuk menjadi orang lain sebagai objek seks. Itu tidak normal, itulah yang membuat kita mempunyai penyakit mental. Manusia adalah manusia, bukan objek seksual. Jika ada orang tertentu yang merasa kurang nyaman dengan orientasi seksualnya, dan ingin melewati terapi psikologis, ya silakan itu adalah pilihannya. Jika tidak, jangan dipaksakan. Dan saya berharap terapi psikologis tersebut adalah terapi yang mengembalikan manusia sebagai manusia, bukan manusia yang berpindah dari satu orientasi seksual kepada yang lain. Jika ada asumsi bahwa “orang harus konvert dulu baru dianggap manusia”, itu sudah melakukan dehumanisasi. Jadi apa yang bisa dilakukan Mengapa seseorang bisa menjadi gay atau penyuka sesama jenis? Silakan baca tulisan mereka, dan Anda akan mengetahui bahwa tidak ada seorang pun yang ingin menjadi non-heteroseksual. Itu bukan pilihan mereka. Dan belum tentu mereka dapat memilih untuk mengubah orientasi mereka. Mungkin ada yang bisa, mungkin tidak karena sekali lagi seksualitas itu cair, tidak sepenuhnya rigid. Dan kedua, itu berlaku pada soal yang lebih dalam, yaitu identitas (persepsi seseorang terhadap diri), dan bukan sekadar seksualitas (ketertarikan seseorang terhadap orang lain). Di antara skala minoritas di dunia, orang difabel adalah minoritas tertinggi, dan diiringi dengan mereka yang adalah minoritas seksual. Bagaimana kita tetap melihat diri sebagai manusia di tengah “keminoritasan kita”? Terlepas apa pun yang dialami oleh orang lain, atau pengalaman seksualnya yang berbeda dan sulit untuk dijelaskan, tetap menerima mereka sebagai manusia. Tetap hormati mereka sebagai manusia. Itu adalah hal yang paling normal yang dapat kita lakukan sebagai sesama manusia. Saya tidak bisa setuju untuk melihat orang hanya sebagai ""kamu itu spesies hetero atau homo"" atau harus sepakat kepada gaya hidup yang membuat orang lain atau diri sendiri jadi objek seksual. Dua Identitas? Salah satu masalah yang dihadapi oleh orang Indonesia yang cukup agamis adalah orang harus “straight” dulu baru dianggap normal sebagai manusia. Jadi antara seksualitas dan agama merupakan dua “identitas” yang berbeda dan saling berlawanan. Hmm, bagi saya, keduanya ini bukanlah identitas. Saya beri tanda petik untuk menunjukkan bahwa apa yang sering kita anggap sebagai yang absolut dan sangat penting ternyata bukanlah yang paling riil. Seksualitas dan agama, ritual-ritual dan perasaan yang dialami kita yang demikian innate and embedded, hanyalah “sebuah sesuatu” pengalaman yang mengitari kita. Itu adalah sesuatu. Memang sangat riil, sangat nyata, tetapi itu bukanlah identitas yang paling substantif dari diri manusia. Manusia tidak bisa dikerucutkan hanya dalam sebuah kategori seksual, manusia juga tidak bisa dikerucutkan dalam sebuah kategori agama. Our identity is not contigent to sexuality and religiosity. Akar identitas kita berada dalam kapasitas kita untuk melihat diri sebagai manusia. Itulah yang normal. Jadi persoalan ingin mengubah orientasi seksual atau menghilangkan agama, menurut saya bukanlah yang paling penting. Jadi apakah LGBT bisa menjadi normal? Kalau definisi normal adalah menjadi manusia yang utuh, saya kira setiap orang, entah LGBT atau heteroseksual, selama dia ingin memilih untuk menjadi manusia. Tentu bisa. Kita lebih berharga daripada label yang kita beri terhadap diri dan label yang orang lain berikan."
Manakah yang lebih bagus: obat herbal atau obat kimia?,"Kalau berdasarkan pengalaman saya, Jelas lebih bagus obat herbal, dalam hal ini maksud saya obat2 alami. Mohon maaf, ini sekedar opini dan sharing pengalaman, bukan bermaksud merugikan pihak-pihak tertentu. Jujur saya sudah hampir 10 tahun tidak mengkonsumsi obat kimia apapun, termasuk anak dan istri saya, kecuali 1 kali pas anak saya divonis sakit tertentu, mertua yang panik dan suruh bawa ke ahli kesehatan medis. Saya akan tulis ulang beberapa pengalaman saya :Anak saya yg pertama lahir prematur dan divonis sakit jantung bawaan. Jadi ada lubang antara bilik kiri dan kanan. Harus operasi kalau mau sembuh. Seminggu sekali kambuh demam , batuk, muntah, bibir membiru. Alhamdulillah sembuh dengan terapi madu khusus, dan dicek lubang jantungnya makin mengecil. Saat ini saya tahu dan punya bukti bahwa penyebab Sakit jantung anak saya sama sekali bukan bawaan. Ada sebab yg itu terjadi setelah dia lahir, sama sekali bukan bawaan. Tapi ngga enak kalau saya sampaikan disini.Anak saya yg kedua, tiba2 bengkak lehernya bagian belakang ada benjolan sebesar bola tenis yang keras dan sakit kalau dipegang. Alhamdulillah hilang setelah 2x saya kasih air kelapa hijau. Ya sesimple itu setelah saya diagnosa sendiri.Anak saya yang paling kecil wktu usia 2 tahun kena pneunomia. Sesak nafas, banyak lendir di saluran pernafasan, panas tinggi, nafasnya cepat sekali. Waktu itu saya lumayan panik, posisi sendirian, istri diluar kota. Alhamdulilah bisa sembuh saya kasih parutan kunyit dan sedikit garam selama 2 hari. Selang bbrp lama saya baru sadar kalau anak saya terlalu sering terpapar asap rokok. Jadi saya ngga merokok dekat anak2 lagi. Jadi tubuh kecil anak saya merespon asap rokok dengan memproduksi banyak lendir yg menghambat pernafasanya. Logika saya gitu saja sih.Gangguan saluran pencernaan akut, 1 bulan 3x masuk UGD dan terakhir ahli kesehatan spesialis penyakit dalam. Tidak membaik. Sampai saya memohon Tuhan mending mati saja saking sakitnya. Akhirnya sembuh dengan ramuan : Kunyit + daun sirih + Gulma pohon teh2an.Kaki bengkak memerah dan luka nanah (kemungkinan gejala diabetes). Sembuh total dengan tanpa sengaja 2x kaki dihinggapi pacet yang saya biarkan dia hisap darah sampai kenyang.Istri saya Maag Akut, GERD yg sering kambuh. Kalau tiap makan muntah lagi, batuk2 tak henti, asam lambung sudah naik ke kerongkongan. Alhamdulillah sembuh total dan tak pernah kambuh lagi dengan ramuan : Ubi kayu + Kunyit + kuning telur ayam kampung. Ramuan ini sering saya share sama teman dan beberapa follower instagram saya, alhamdulillah sembuh.Ramuan untuk GERD daripada sy jawab di komentar ya : kunyit 1 jari, parut ambil airnya, ubi kayu sekitar 5–10cm , parut ambil airnya, tambahin kuning telur ayam kampung, tambahin garam kasar dikit. Aduk. (Tak perlu direbus). ————————————————Minum 3x sehari sebelum makan. Kalau puasa ya sebelum sahur dan sebelum makan buka (batalin puasa, minum jamunya, baru makan nasi). Jangan lupa berdoa sebelum minum, niatkan untuk sembuhkan sakitnya, tiupkan doa di jamunya. Itu bukan klenik ya, 100% sains. Doa sesuai kepercayaan saja. Klo anda muslim doanya istighfar3x, sholawat 3x, Basmallah, lakhauwlawalaquwwata illabillah. ———Tips lainnya : tetap hindari makanan pedas, berminyak, dll selama pengobatan, nanti klo udah sembuh inshaAllah bisa makan apa saja. Dan selama pengobatan disarankan suka ngemil ubi rebus. Klo kurang suka amis telur, bisa tambah madu 1 sendok.Anak saya 4, barengan kena DB. Saya rawat sendirian di rumah krn istri lagi diluar kota. Saya kasih sari kurma, madu, banyak minum termasuk pocari sweat, dan angkak, obat cina. alhamdulillah sembuh satu persatu. Anak tertua yg paling lama sembuhnya.Tentu saja semua atas ijin Allah. Alhamdulillah. Semoga bermanfaat.🙏 OH ya mau nambahin dikit dan sangat penting : Anak saya paling tua yg pernah ""sakit jantung bawaan"" itu, pernah flu berat sampai sesak. Divonis jantungnya kambuh. Kedua kalinya anak saya divonis TBC! Padahal sudah cek darah dan cek dahak hasilnya negatif. Dianjurkan tes mantoux. Saya turuti. Silahkan googling tes mantoux itu seperti apa teknisnya. Maka setelah test mantoux dan divonis positif TBC, dikasih rujukan ke RS daerah, saya iyakan saja tapi anak saya bawa pulang. Istri saya ngamuk2 panik. Saya bilang anak kita baik2 saja. Sekarang anda bayangkan kalau orang ga paham & manut2 saja divonis TBC? Masih anak2 pula, harus beli obat mahal, makan obatnya selama 6 bulan, sehari 3x, ga boleh putus, putus sekali saja wajib diulang dari awal! Jadi saran saya jangan buru-buru terima vonis, cari pembanding dan tetap gunakan akal sehat. Jangan panik. Note : semua diatas adalah pengalaman pribadi, saya tidak menyarankan anda melakukaannya. Hanya sekedar berbagi. Saya lakukan itu semua karena atas dasar keyakinan dan pemahaman saya pribadi."
Bagaimanakah cara mengobati kanker secara alami?,"Tidak mungkin, jangan anda dobohongi sehingga penyakit yang mungkin masih dapat desembuhkan karena buang waktu mencoba “pengobatan alami” baru kedokter ahli kanker sewaktu sudah terlambat, mati konyol…"
Apakah waria termasuk LGBTQ?,"Iya, di transgender(T) Transgender adalah orang-orang yang merasa bahwa identitas gendernya tidak sesuai dengan jenis kelaminnya saat lahir. Misalnya, seorang wanita transgender adalah seorang yang terlahir berjenis kelamin laki-laki, tetapi orang tersebut merasa bahwa dirinya adalah seorang wanita . *Alodokter*"
Apakah kemoterapi benar benar dapat menyembuhkan kanker yang sudah mengenai beberapa organ ?,"Tidak, kecuali lekemi akut terutama di anak-anak/orang remaja, dan limfoma ganas. Tetapi akhir-akhir ini telah diperkembangkan obat melawan kanker yang baru, bukan racun umum seperti kemoterapi, tetapi diarahkan ke metabolisme yang berubah khusus di kanker itu, atau menggunakan sistim imun kami sendiri, berhasil terutama jika ada sesuatu mutasi di kanker itu, ini contohnya melanoma yang sebelum ada imunoterapi ini jika sudah meyebar tidal bisa diobati lagi, ini scan sebelum disbelah kiri dan setelah imunoterapi disebelah kanan (hitam itu aktivitas kanker, di scan kanan yang hitam jantung dan kandung kemih yang normal)ada obat lainnya yang khusus diarahkan kepada kelainan metabolisme kanker itu, diarahkan ke mitokondria sel kanker (sumber energi sel) sehingga sel yang sehat tidak kena. A New Way to Fight Cancer Dengan obat baru yang demikian kadang-kadang bisa bulanan, bahkan tahunan hidup dengen kwalitas penghidupan yang baik, harapan kami jika kanker itu menjadi kebal terhadap obat yang baru ini, akan tersedia obat generasi kedua, lalu ketiga dsb.dsb. sehingga penyakit kanker yang sudah tersebar bisa diubah menjadi penyakit kronis seperti penyakit HIV sekarang."
Apakah kanker benar benar bisa sembuh dengan pengobatan alternatif?,"Karena oengobatan alternatif belum pernah terbukti ada effek baik kepadakanker, jawaban ya TIDAK. Orang yang ngakunya sembuh setelah memakai pengobatan alternatif belum pernah terbukti (jadi bukan X foto saja, perlu pemeriksaan jaringen kanker), jadi bisa “sembuh”."
Mengapa kanker belum ada obatnya?,"Mengapa kanker belum ada obatnya? Kurang update anda gan. Dengan kemajuan teknologi kali ini, kanker sudah dapat diobati dengan tingkat kesembuhan hampir seratus persen. Kecuali kanker yang sudah stadium IV, dan mengalami penyebaran, maka kanker ini pengobatannya hanyalah paliatif/ mengobati gejalanya saja. Tetapi tidak dapat membunuh ibu sang kanker sebagai penyebabnya. Anda tau kanker payudara?Sejenis jaringan yang tumbuh secara abnormal di daerah payudara wanita. Pengobatan pada kanker ini dapat dilakukan dengan pengangkatan bagian payudara yang mengalami kanker. Sehingga kanker tidak meluas ke daerah lain. Dengan begini, maka pasien dapat mengalami kesembuhan terhadap kanker meskipun dengan pengorbanan bagian payudara. Tindakan ini dinamakan mastektomi.Nah, tenanglah, pengobatan kanker semakin membaik semakin lama dengan kemajuan teknologi. Jangan lupa sering update berita ya gan Achmad Nurdiansyah, 2020"
Apakah seorang gay atau lesbi bisa disembuhkan dengan cara disuruh rajin beribadah dan memperdalam agamanya?,"Di pengalaman hidup Saya hidup dan bergaul dengan rekan2 LGBT, ada dua kondisi: yang secara biologis (hormon) dan atau learned behavior. Memang ujiannya bagi mereka tidak mudah, tapi Saya mengetahui ada lelaki yang bertaubat dan meninggalkan kebiasaan liwath kemudian menikah, meski dorongannya selalu ada bisa ditekan. Ada juga perempuan yang mengobati hormonnya kemudian menjadi lebih balanced dalam mereduksi dorongan bisexualitasnya. Kalau dalam agama islam sendiri ada perintah di hadith untuk tidak berbagi tempat tidur dalam satu selimut dan tidak telanjang bulat / saling melihat aurat di hadapan sesama jenis (pendapat fikihnya sih antara pusar dan paha). Saya tidak tahu apakah ""disembuhkan"" itu kata yang tepat, tapi yang Saya tahu orang-orang yang bisa tetap berjalan di koridor sunnah dengan bersabar kepada ujian mereka (terlepas dari masa lalu itu urusan dia dengan penciptanya, dan Allah Maha Menerima taubat) - yang penting engga shirk atau membenarkan apa yang menurut agama jelas perintah untuk menghindari 🙏❤️ Dari symptoms yang ada, yang Saya tahu kita punya pilihan untuk tunduk pada hawa nafsu atau mengikuti petunjuk yang benar. Yang penting Saya masih berusaha untuk misalnya ngajak shalat aj. Saya benci perbuatan mereka tapi Saya juga Sayang mereka sebagai sesama muslim. Kewajiban Saya sebagai saudara muslim hanya mengingatkan selembut2nya, sisanya ya urusan mereka dengan Yang Menciptakan mereka."
